pid,Product Name,Brand,Price,Discount,Original Price,Rating,No. of Ratings,No. of Reviews,Category,Subcategory,Availability,Product URL
IMMHFACZG47AJSEQ,V-Guard VIMH-101 | Shock Proof | Waterlevel Indicator 1000 W Shock Proof Immersion Heater Rod  (Water),V-Guard,593,30,850,4.2,199,18,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/v-guard-vimh-101-shock-proof-waterlevel-indicator-1000-w-immersion-heater-rod/p/itmf60d5f7549913?pid=IMMHFACZG47AJSEQ&lid=LSTIMMHFACZG47AJSEQTXXSBF&marketplace=FLIPKART&store=j9e&srno=b_20_794&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=62518dee-4e62-40ab-b13d-715a11462e94.IMMHFACZG47AJSEQ.SEARCH&ppt=browse&ppn=browse&ssid=xhgxx9tulc0000001755100299760
REMGF4YDXXXKPEKZ,SHIELDGUARD Remote Control No. 401 Compatible for LED TV Intex Remote Controller  (Black),SHIELDGUARD,245,59,599,3.8,109,7,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/shieldguard-remote-control-no-401-compatible-led-tv-intex-controller/p/itm9ec6a7411a2a6?pid=REMGF4YDXXXKPEKZ&lid=LSTREMGF4YDXXXKPEKZFZ5X5Y&marketplace=FLIPKART&store=j9e&srno=b_20_796&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=62518dee-4e62-40ab-b13d-715a11462e94.REMGF4YDXXXKPEKZ.SEARCH&ppt=browse&ppn=browse&ssid=xhgxx9tulc0000001755100299760
CHYHBAABG84GNWXP,FABER Hood Coral BLDC HC SC FL BK IN 75-T Auto Clean Wall Mounted BLACK 1500 CMH Chimney,FABER,"16,990",45,"30,990",4.4,121,19,Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/faber-hood-coral-bldc-hc-sc-fl-bk-75-t-auto-clean-wall-mounted-black-1500-cmh-chimney/p/itm47ef4d516afa3?pid=CHYHBAABG84GNWXP&lid=LSTCHYHBAABG84GNWXPHZCD3F&marketplace=FLIPKART&store=j9e&srno=b_20_799&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=62518dee-4e62-40ab-b13d-715a11462e94.CHYHBAABG84GNWXP.SEARCH&ppt=browse&ppn=browse&ssid=xhgxx9tulc0000001755100299760
CHYGR4GPGNTQKHXU,LIVPURE Elega-90 Auto Clean Curved Glass 90 cm| 6 Years Motor Warranty|Heat Autoclean| Gesture Control| Baffle Filter|Powerful Suction | Low Noise Wall Mounted Black 1300 CMH Chimney,LIVPURE,"11,018",61,"28,990",4,"1,615",281,Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/livpure-elega-90-auto-clean-curved-glass-90-cm-6-years-motor-warranty-heat-autoclean-gesture-control-baffle-filter-powerful-suction-low-noise-wall-mounted-black-1300-cmh-chimney/p/itm321f2b1a676ff?pid=CHYGR4GPGNTQKHXU&lid=LSTCHYGR4GPGNTQKHXUIPYFNH&marketplace=FLIPKART&store=j9e&srno=b_20_800&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=62518dee-4e62-40ab-b13d-715a11462e94.CHYGR4GPGNTQKHXU.SEARCH&ppt=browse&ppn=browse&ssid=xhgxx9tulc0000001755100299760
MRCFTZ8EWHBBPCSC,"Panasonic 20 L Stainless steel cavity Solo Microwave Oven  (NN-ST26JMFDG, Silver)",Panasonic,"6,440",14,"7,490",4.4,"7,271",445,Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/panasonic-20-l-stainless-steel-cavity-solo-microwave-oven/p/itm44af8460a2306?pid=MRCFTZ8EWHBBPCSC&lid=LSTMRCFTZ8EWHBBPCSC9AO4IF&marketplace=FLIPKART&store=j9e&srno=b_21_803&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=239d05a5-b53f-4fed-9f1d-ece2e89d4bc5.MRCFTZ8EWHBBPCSC.SEARCH&ppt=browse&ppn=browse&ssid=udy6rj9b8g0000001755100307797
EGGFKYH2ZAHYBJBG,"fashionhike Kitchen 2 in 1 Electric Egg Frying Pan with Egg Boiler Machine Measuring Cup with Handle Egg Cooker Electric Egg Frying Pan Egg Cooker  (Multicolor, 6 Eggs)",fashionhike,428,57,999,3.8,441,61,Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/fashionhike-kitchen-2-1-electric-egg-frying-pan-boiler-machine-measuring-cup-handle-cooker/p/itm9b67d9a53dbcc?pid=EGGFKYH2ZAHYBJBG&lid=LSTEGGFKYH2ZAHYBJBGMZMVOL&marketplace=FLIPKART&store=j9e&srno=b_21_806&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=239d05a5-b53f-4fed-9f1d-ece2e89d4bc5.EGGFKYH2ZAHYBJBG.SEARCH&ppt=browse&ppn=browse&ssid=udy6rj9b8g0000001755100307797
REMG9FQCVGMHBHNT,SHIELDGUARD Remote Control with Netflix and Prime Functions Compatible for Magic LED TV (Without Voice & Mouse Features) LG Remote Controller  (Black),SHIELDGUARD,498,50,999,3.8,493,35,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/shieldguard-remote-control-netflix-prime-functions-compatible-magic-led-tv-without-voice-mouse-features-lg-controller/p/itme223673ce3ab7?pid=REMG9FQCVGMHBHNT&lid=LSTREMG9FQCVGMHBHNTUFY6DJ&marketplace=FLIPKART&store=j9e&srno=b_21_809&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=239d05a5-b53f-4fed-9f1d-ece2e89d4bc5.REMG9FQCVGMHBHNT.SEARCH&ppt=browse&ppn=browse&ssid=udy6rj9b8g0000001755100307797
ROHE26KYBTGJGXDB,ORPAT OEH-1220 2000-Watt White Fan Room Heater,ORPAT,956,26,"1,303",4.2,"41,309","4,490",Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/orpat-oeh-1220-2000-watt-white-fan-room-heater/p/itmfb3gs9jysmuuf?pid=ROHE26KYBTGJGXDB&lid=LSTROHE26KYBTGJGXDB19OFEV&marketplace=FLIPKART&store=j9e&srno=b_21_810&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=239d05a5-b53f-4fed-9f1d-ece2e89d4bc5.ROHE26KYBTGJGXDB.SEARCH&ppt=browse&ppn=browse&ssid=udy6rj9b8g0000001755100307797
IRNEFNGDVEFVM7JT,"BAJAJ Majesty DX 11 1000 W Dry Iron  (White, Blue)",BAJAJ,599,23,785,4.2,"1,08,540","10,427",Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/bajaj-majesty-dx-11-1000-w-dry-iron/p/itm4ad20d3431a06?pid=IRNEFNGDVEFVM7JT&lid=LSTIRNEFNGDVEFVM7JTB4FDNM&marketplace=FLIPKART&store=j9e&srno=b_21_813&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=239d05a5-b53f-4fed-9f1d-ece2e89d4bc5.IRNEFNGDVEFVM7JT.SEARCH&ppt=browse&ppn=browse&ssid=udy6rj9b8g0000001755100307797
MJJGF8W7BK5CY99C,nemi MINI MIXER JAR Mixer Juicer Jar  (300 ml),nemi,214,67,649,3.7,644,54,Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/nemi-mini-mixer-jar-juicer/p/itm21699b8d50928?pid=MJJGF8W7BK5CY99C&lid=LSTMJJGF8W7BK5CY99CHPE4HH&marketplace=FLIPKART&store=j9e&srno=b_21_814&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=239d05a5-b53f-4fed-9f1d-ece2e89d4bc5.MJJGF8W7BK5CY99C.SEARCH&ppt=browse&ppn=browse&ssid=udy6rj9b8g0000001755100307797
MIXHAYZ7WXFPPBKZ,Skystar NavyStorm 4 Jar 750 W Juicer Mixer Grinder  (NavyStorm 750W 4 Jar | 4 Jars | Blue & Grey),Skystar,"1,495",61,"3,899",3.9,"2,676",611,Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/skystar-navystorm-4-jar-750-w-juicer-mixer-grinder/p/itm1834112d5fde5?pid=MIXHAYZ7WXFPPBKZ&lid=LSTMIXHAYZ7WXFPPBKZ0H6YFS&marketplace=FLIPKART&store=j9e&srno=b_21_819&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=239d05a5-b53f-4fed-9f1d-ece2e89d4bc5.MIXHAYZ7WXFPPBKZ.SEARCH&ppt=browse&ppn=browse&ssid=udy6rj9b8g0000001755100307797
WGYGEGBGSCEEMPVN,"V-Guard Matteo DG 15 Litre, 5 Star 15 L Storage Water Geyser  (White)",V-Guard,"7,299",30,"10,500",4.3,"8,444",704,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/v-guard-matteo-dg-15-litre-5-star-l-storage-water-geyser/p/itm3086856bc901b?pid=WGYGEGBGSCEEMPVN&lid=LSTWGYGEGBGSCEEMPVNQSIXJT&marketplace=FLIPKART&store=j9e&srno=b_21_820&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=239d05a5-b53f-4fed-9f1d-ece2e89d4bc5.WGYGEGBGSCEEMPVN.SEARCH&ppt=browse&ppn=browse&ssid=udy6rj9b8g0000001755100307797
MIXGQHYVHBG7EYUB,Moonstruck COMBO-3-JAR WITH IRON 750 W Juicer Mixer Grinder  (MIXER/JUICER/GRINDER 3 jar with iron combo gift pack 750 watT | 3 Jars | Blue),Moonstruck,"1,502",62,"3,999",4.2,"10,669","2,350",Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/moonstruck-combo-3-jar-iron-750-w-juicer-mixer-grinder/p/itm45ce6806459e0?pid=MIXGQHYVHBG7EYUB&lid=LSTMIXGQHYVHBG7EYUB8CWPDU&marketplace=FLIPKART&store=j9e&srno=b_21_823&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=239d05a5-b53f-4fed-9f1d-ece2e89d4bc5.MIXGQHYVHBG7EYUB.SEARCH&ppt=browse&ppn=browse&ssid=udy6rj9b8g0000001755100307797
FANGF4F5JZMFHZMZ,Crompton Energion Cromair 5 Star with 5 Year Warranty BLDC Motor with Remote 1200 mm Ceiling Fan  (5 Star | Ivory | Pack of 1),Crompton,"2,899",55,"6,500",3.9,"3,375",345,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/crompton-energion-cromair-5-star-year-warranty-bldc-motor-remote-1200-mm-ceiling-fan/p/itmf0c3db3f8dd47?pid=FANGF4F5JZMFHZMZ&lid=LSTFANGF4F5JZMFHZMZVOLGY0&marketplace=FLIPKART&store=j9e&srno=b_21_824&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=239d05a5-b53f-4fed-9f1d-ece2e89d4bc5.FANGF4F5JZMFHZMZ.SEARCH&ppt=browse&ppn=browse&ssid=udy6rj9b8g0000001755100307797
FANGX234NUQNWVZJ,Atomberg Renesa Prime Remote|High Air Delivery|LED Speed Indicator|Low Noise|Sleek Design with 3 Year Warranty BLDC Motor with Remote 1200 mm Ceiling Fan  (5 Star | Gloss White | Pack of 1),Atomberg,"3,499",35,"5,390",4.3,"34,081","2,679",Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/atomberg-renesa-prime-remote-high-air-delivery-led-speed-indicator-low-noise-sleek-design-3-year-warranty-bldc-motor-remote-1200-mm-ceiling-fan/p/itm743e0db482ddd?pid=FANGX234NUQNWVZJ&lid=LSTFANGX234NUQNWVZJUJFQMB&marketplace=FLIPKART&store=j9e&srno=b_21_826&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=239d05a5-b53f-4fed-9f1d-ece2e89d4bc5.FANGX234NUQNWVZJ.SEARCH&ppt=browse&ppn=browse&ssid=udy6rj9b8g0000001755100307797
AFTH9M9ZES4RUZWH,Maune Hub Silicone Air Fryer Liners Sheet Airfryer Tray,Maune,260,73,999,3.8,,,Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/maune-hub-silicone-air-fryer-liners-sheet-airfryer-tray/p/itm88879f8be79de?pid=AFTH9M9ZES4RUZWH&lid=LSTAFTH9M9ZES4RUZWHWMIRB3&marketplace=FLIPKART&store=j9e&srno=b_21_829&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=239d05a5-b53f-4fed-9f1d-ece2e89d4bc5.AFTH9M9ZES4RUZWH.SEARCH&ppt=browse&ppn=browse&ssid=udy6rj9b8g0000001755100307797
IMMGTFA9SKQHDZRX,Anjani GREY IMMERSION 2000 W 2000 W Shock Proof Immersion Heater Rod  (WATER),Anjani,333,74,"1,299",4,"3,705",237,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/anjani-grey-immersion-2000-w-shock-proof-heater-rod/p/itm0680a5ad83170?pid=IMMGTFA9SKQHDZRX&lid=LSTIMMGTFA9SKQHDZRXKLMUIM&marketplace=FLIPKART&store=j9e&srno=b_21_830&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=239d05a5-b53f-4fed-9f1d-ece2e89d4bc5.IMMGTFA9SKQHDZRX.SEARCH&ppt=browse&ppn=browse&ssid=udy6rj9b8g0000001755100307797
REMGMNUAG8QZM7DN,"NixGlobal SA-D10 , D20 , D40 , ANU-156 , WIN70 Remote Compatible with SONY MUSIC SYSTEM HOME THEATER Remote Controller  (Black)",NixGlobal,186,73,699,4.3,78,3,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/nixglobal-sa-d10-d20-d40-anu-156-win70-remote-compatible-sony-music-system-home-theater-controller/p/itm9b9155be9c2f6?pid=REMGMNUAG8QZM7DN&lid=LSTREMGMNUAG8QZM7DNPN9A0K&marketplace=FLIPKART&store=j9e&srno=b_21_833&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=239d05a5-b53f-4fed-9f1d-ece2e89d4bc5.REMGMNUAG8QZM7DN.SEARCH&ppt=browse&ppn=browse&ssid=udy6rj9b8g0000001755100307797
SMCGMWQTZFGUDSPM,Jaan DOMESTIC SEWING MACHINE STAND AND TABLE SET WITH BELT Manual Sewing Machine  ( Built-in Stitches 1),Jaan,"2,648",55,"5,999",3.8,"1,226",98,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/jaan-domestic-sewing-machine-stand-table-set-belt-manual/p/itmf56eeb869889c?pid=SMCGMWQTZFGUDSPM&lid=LSTSMCGMWQTZFGUDSPMEFGNAA&marketplace=FLIPKART&store=j9e&srno=b_21_834&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=239d05a5-b53f-4fed-9f1d-ece2e89d4bc5.SMCGMWQTZFGUDSPM.SEARCH&ppt=browse&ppn=browse&ssid=udy6rj9b8g0000001755100307797
FANHFT8RHJ2QERZJ,"MinMAX SENORITA 48"" Ultra High Speed with 24 Months Warranty Energy Saving 1200 mm Ceiling Fan  (Matt Blue | Pack of 2)",MinMAX,"1,251",68,"3,999",3.7,189,29,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/minmax-senorita-48-ultra-high-speed-24-months-warranty-energy-saving-1200-mm-ceiling-fan/p/itmdd7dcbeee2dd4?pid=FANHFT8RHJ2QERZJ&lid=LSTFANHFT8RHJ2QERZJZLMVXT&marketplace=FLIPKART&store=j9e&srno=b_21_836&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=239d05a5-b53f-4fed-9f1d-ece2e89d4bc5.FANHFT8RHJ2QERZJ.SEARCH&ppt=browse&ppn=browse&ssid=udy6rj9b8g0000001755100307797
CHYGF9YFF572VGKP,Hindware Smart Appliances Tayla 60 Auto Clean | Maxx Technology | T-Shape | Filterless | Touch Control | Motion Sensor | 5 Years Motor Warranty | Energy Efficient LED Light | Powerful Suction | Wall Mounted Black 1200 CMH Chimney,Hindware,"8,929",66,"26,990",4.2,"3,970",569,Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/hindware-smart-appliances-tayla-60-auto-clean-maxx-technology-t-shape-filterless-touch-control-motion-sensor-5-years-motor-warranty-energy-efficient-led-light-powerful-suction-wall-mounted-black-1200-cmh-chimney/p/itm73ac3f2db6011?pid=CHYGF9YFF572VGKP&lid=LSTCHYGF9YFF572VGKPVCJXZ3&marketplace=FLIPKART&store=j9e&srno=b_21_839&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=239d05a5-b53f-4fed-9f1d-ece2e89d4bc5.CHYGF9YFF572VGKP.SEARCH&ppt=browse&ppn=browse&ssid=udy6rj9b8g0000001755100307797
VCLH363JUZQ65UZS,"KENT Duster Vacuum Cleaner|Cyclone5Technology|BaglessDesign|Ideal for Curtain|Sofa Hand-held Vacuum Cleaner  (Purple, Black)",KENT,"1,699",42,"2,950",4,334,20,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/kent-duster-vacuum-cleaner-cyclone5technology-baglessdesign-ideal-curtain-sofa-hand-held-cleaner/p/itmee4cf6df2f68a?pid=VCLH363JUZQ65UZS&lid=LSTVCLH363JUZQ65UZSUJ20YC&marketplace=FLIPKART&store=j9e&srno=b_21_840&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=239d05a5-b53f-4fed-9f1d-ece2e89d4bc5.VCLH363JUZQ65UZS.SEARCH&ppt=browse&ppn=browse&ssid=udy6rj9b8g0000001755100307797
WAPGH4ZWWFHNNVTD,"Aquaguard Delight NXT WS 6 L RO + UV Water Purifier | 5-Stage Purification | Suitable for all - Borewell, Tanker, Municipality Water  (Dark Black)",Aquaguard,"7,999",42,"14,000",4.3,"14,988","1,781",Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/aquaguard-delight-nxt-ws-6-l-ro-uv-water-purifier-5-stage-purification-suitable-all-borewell-tanker-municipality/p/itm7c9951b6612de?pid=WAPGH4ZWWFHNNVTD&lid=LSTWAPGH4ZWWFHNNVTDHU8ERT&marketplace=FLIPKART&store=j9e&srno=b_22_843&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=0edbe6f1-55a9-4c90-bba9-ac23d7928d2a.WAPGH4ZWWFHNNVTD.SEARCH&ppt=browse&ppn=browse&ssid=e3nc5syc680000001755100316245
REMFAHMTCGYKDC6J,Dish TV Universal (Works With Tv As well) Full HD Recording Dish Tv Remote Controller  (Black),Dish,175,68,549,4,"15,607","1,747",Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/dish-tv-universal-works-well-full-hd-recording-remote-controller/p/itmfag24qxgzk9xf?pid=REMFAHMTCGYKDC6J&lid=LSTREMFAHMTCGYKDC6JPPXS46&marketplace=FLIPKART&store=j9e&srno=b_22_844&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=0edbe6f1-55a9-4c90-bba9-ac23d7928d2a.REMFAHMTCGYKDC6J.SEARCH&ppt=browse&ppn=browse&ssid=e3nc5syc680000001755100316245
ICMGJ583YZFAYCYK,Bhadis 80 ml Manual Ice Cream Maker  (White),Bhadis,207,58,499,4.1,75,1,Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/bhadis-80-ml-manual-ice-cream-maker/p/itmb5d14371ca462?pid=ICMGJ583YZFAYCYK&lid=LSTICMGJ583YZFAYCYKW8JTOK&marketplace=FLIPKART&store=j9e&srno=b_22_846&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=0edbe6f1-55a9-4c90-bba9-ac23d7928d2a.ICMGJ583YZFAYCYK.SEARCH&ppt=browse&ppn=browse&ssid=e3nc5syc680000001755100316245
FANG53H4FPKX92DN,Maxotech Deco Ultra High Speed 24 Inch with 30 Months Warranty Anti Dust 600 mm Ceiling Fan  (Smock Brown | Pack of 1),Maxotech,"1,000",56,"2,300",4.2,"3,086",867,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/maxotech-deco-ultra-high-speed-24-inch-30-months-warranty-anti-dust-600-mm-ceiling-fan/p/itm70beb0abed8fe?pid=FANG53H4FPKX92DN&lid=LSTFANG53H4FPKX92DNJSWOH3&marketplace=FLIPKART&store=j9e&srno=b_22_849&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=0edbe6f1-55a9-4c90-bba9-ac23d7928d2a.FANG53H4FPKX92DN.SEARCH&ppt=browse&ppn=browse&ssid=e3nc5syc680000001755100316245
REMGXGGQMYY5GQVT,LipiWorld Home Theater System Remote Control Compatible For Mitashi Home Theater Remote Controller  (Black),LipiWorld,248,50,499,4,40,5,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/lipiworld-home-theater-system-remote-control-compatible-mitashi-controller/p/itmd35f6b4c31695?pid=REMGXGGQMYY5GQVT&lid=LSTREMGXGGQMYY5GQVTW1SP6A&marketplace=FLIPKART&store=j9e&srno=b_22_850&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=0edbe6f1-55a9-4c90-bba9-ac23d7928d2a.REMGXGGQMYY5GQVT.SEARCH&ppt=browse&ppn=browse&ssid=e3nc5syc680000001755100316245
FANGNEFYWWFZS2PK,HANEUL HN-FIESTA with 1 Year Warranty Ultra High Speed 600 mm Ceiling Fan  (BROWN | Pack of 1),HANEUL,984,50,"1,990",3.9,"2,150",145,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/haneul-hn-fiesta-1-year-warranty-ultra-high-speed-600-mm-ceiling-fan/p/itm0f76bba32fe16?pid=FANGNEFYWWFZS2PK&lid=LSTFANGNEFYWWFZS2PK2NZCSB&marketplace=FLIPKART&store=j9e&srno=b_22_853&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=0edbe6f1-55a9-4c90-bba9-ac23d7928d2a.FANGNEFYWWFZS2PK.SEARCH&ppt=browse&ppn=browse&ssid=e3nc5syc680000001755100316245
HBLGFZH95PGRXVBJ,"Royatto 300 W IVORY Electric Whisk, Hand Blender  (300W HAND BLENDER IVORY)",Royatto,776,49,"1,550",4,"36,914","3,923",Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/royatto-300-w-ivory-electric-whisk-hand-blender/p/itmb2019ee72c3e8?pid=HBLGFZH95PGRXVBJ&lid=LSTHBLGFZH95PGRXVBJAI4SUK&marketplace=FLIPKART&store=j9e&srno=b_22_854&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=0edbe6f1-55a9-4c90-bba9-ac23d7928d2a.HBLGFZH95PGRXVBJ.SEARCH&ppt=browse&ppn=browse&ssid=e3nc5syc680000001755100316245
AFTH9YX2G4JJHQDY,"CUZWAVE 100pc Air Fryer Disposable Paper Liner, Non-Stick Paper, Oil-Proof & Water-Proof Airfryer Tray",CUZWAVE,241,75,999,4.2,,,Home & Kitchen,Kitchen Appliances,Available,https://www.flipkart.com/cuzwave-100pc-air-fryer-disposable-paper-liner-non-stick-paper-oil-proof-water-proof-airfryer-tray/p/itm2d8528555ac47?pid=AFTH9YX2G4JJHQDY&lid=LSTAFTH9YX2G4JJHQDYGWBEMU&marketplace=FLIPKART&store=j9e&srno=b_22_856&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=0edbe6f1-55a9-4c90-bba9-ac23d7928d2a.AFTH9YX2G4JJHQDY.SEARCH&ppt=browse&ppn=browse&ssid=e3nc5syc680000001755100316245
INVH9NGY7STKKWZR,TechSupreme 12 Volt Premium Battery Charger 14 Volt 2 Amp Bike UPS Battery A8 Square Wave Inverter,TechSupreme,398,66,"1,200",4.1,17,0,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/techsupreme-12-volt-premium-battery-charger-14-2-amp-bike-ups-a8-square-wave-inverter/p/itmb0fc1b6196f10?pid=INVH9NGY7STKKWZR&lid=LSTINVH9NGY7STKKWZRPHSOCT&marketplace=FLIPKART&store=j9e&srno=b_22_859&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=0edbe6f1-55a9-4c90-bba9-ac23d7928d2a.INVH9NGY7STKKWZR.SEARCH&ppt=browse&ppn=browse&ssid=e3nc5syc680000001755100316245
VCLHFJCAUMFEF38D,"Onshoppy Magical 1200-Watt, 15-Litre, with Blower 3 in 1 Multifunction Wet & Dry Vacuum Cleaner with Anti-Bacterial Cleaning, 2 in 1 Mopping and Vacuum  (Black, Yellow)",Onshoppy,"3,598",81,"18,999",4.1,212,29,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/onshoppy-magical-1200-watt-15-litre-blower-3-1-multifunction-wet-dry-vacuum-cleaner-anti-bacterial-cleaning-2-mopping/p/itm9ea9a06bea777?pid=VCLHFJCAUMFEF38D&lid=LSTVCLHFJCAUMFEF38D9SMNRJ&marketplace=FLIPKART&store=j9e&srno=b_22_860&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=0edbe6f1-55a9-4c90-bba9-ac23d7928d2a.VCLHFJCAUMFEF38D.SEARCH&ppt=browse&ppn=browse&ssid=e3nc5syc680000001755100316245
SOAH4K3ETD9MFBZZ,The Better Home FUMATO Automatic Soup Maker 1.5 Ltrs Soup Maker,The,"3,739",65,"10,799",3.9,,,,,Available,https://www.flipkart.com/better-home-fumato-automatic-soup-maker-1-5-ltrs/p/itm4c363639bbb59?pid=SOAH4K3ETD9MFBZZ&lid=LSTSOAH4K3ETD9MFBZZB5O2VW&marketplace=FLIPKART&store=j9e&srno=b_22_863&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=0edbe6f1-55a9-4c90-bba9-ac23d7928d2a.SOAH4K3ETD9MFBZZ.SEARCH&ppt=browse&ppn=browse&ssid=e3nc5syc680000001755100316245
REMGZHGF2AXA929K,Xpecial 88 AC GZ-50GB-E1 Remote Compatible for LLOYD / ELECTROLUX / VOLTAS AC Remote Controller  (White),Xpecial,297,70,999,4.3,12,2,Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/xpecial-88-ac-gz-50gb-e1-remote-compatible-lloyd-electrolux-voltas-controller/p/itmc76ffe673a818?pid=REMGZHGF2AXA929K&lid=LSTREMGZHGF2AXA929KET8FDD&marketplace=FLIPKART&store=j9e&srno=b_22_864&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=0edbe6f1-55a9-4c90-bba9-ac23d7928d2a.REMGZHGF2AXA929K.SEARCH&ppt=browse&ppn=browse&ssid=e3nc5syc680000001755100316245
FANHFPS8EEKGAGH6,Atomberg Efficio Alpha|India's No.1 BLDC Fan| High Air Flow|LED Speed Indicator| with 2 Year Warranty BLDC Motor with Remote 1200 mm Ceiling Fan  (5 Star | Gloss White | Pack of 1),Atomberg,"2,799",41,"4,820",4.4,"33,650","5,442",Home & Kitchen,Home Appliances,Available,https://www.flipkart.com/atomberg-efficio-alpha-india-s-no-1-bldc-fan-high-air-flow-led-speed-indicator-2-year-warranty-motor-remote-1200-mm-ceiling-fan/p/itm73823cc9f7bd4?pid=FANHFPS8EEKGAGH6&lid=LSTFANHFPS8EEKGAGH6WJ189R&marketplace=FLIPKART&store=j9e&srno=b_22_869&otracker=product_breadCrumbs_Home%20%26%20Kitchen&fm=organic&iid=0edbe6f1-55a9-4c90-bba9-ac23d7928d2a.FANHFPS8EEKGAGH6.SEARCH&ppt=browse&ppn=browse&ssid=e3nc5syc680000001755100316245
